CovidenceID,Title,name,value
#151,Participatory Water-Food-Energy Nexus Approach for Evaluation and Design of Groundwater Governance,Nexus,Climate change
#151,Participatory Water-Food-Energy Nexus Approach for Evaluation and Design of Groundwater Governance,Nexus,Food
#151,Participatory Water-Food-Energy Nexus Approach for Evaluation and Design of Groundwater Governance,Nexus,Water
#151,Participatory Water-Food-Energy Nexus Approach for Evaluation and Design of Groundwater Governance,NChallenge,Governance Challenges
#151,Participatory Water-Food-Energy Nexus Approach for Evaluation and Design of Groundwater Governance,Gov,Market Governance
#151,Participatory Water-Food-Energy Nexus Approach for Evaluation and Design of Groundwater Governance,Gov,Network Governance
#151,Participatory Water-Food-Energy Nexus Approach for Evaluation and Design of Groundwater Governance,Gov,Community Governance
#151,Participatory Water-Food-Energy Nexus Approach for Evaluation and Design of Groundwater Governance,Policy,Economic and Financial Instruments
#151,Participatory Water-Food-Energy Nexus Approach for Evaluation and Design of Groundwater Governance,Actors,Private Sector and Business Organisations
#151,Participatory Water-Food-Energy Nexus Approach for Evaluation and Design of Groundwater Governance,Actors,Knowledge and Educational Communities
#151,Participatory Water-Food-Energy Nexus Approach for Evaluation and Design of Groundwater Governance,Actors,Global/Regional Institutions and Science-Policy Interfaces
#151,Participatory Water-Food-Energy Nexus Approach for Evaluation and Design of Groundwater Governance,CrossCut,Energy
#151,Participatory Water-Food-Energy Nexus Approach for Evaluation and Design of Groundwater Governance,Scaling,NA
#151,Participatory Water-Food-Energy Nexus Approach for Evaluation and Design of Groundwater Governance,Enablers,Equity & Diversity
#151,Participatory Water-Food-Energy Nexus Approach for Evaluation and Design of Groundwater Governance,Enablers,Policy design & Implementation
#151,Participatory Water-Food-Energy Nexus Approach for Evaluation and Design of Groundwater Governance,Enablers,Institutional capacity
#151,Participatory Water-Food-Energy Nexus Approach for Evaluation and Design of Groundwater Governance,Enablers,Behaviour & Lifestyle
#151,Participatory Water-Food-Energy Nexus Approach for Evaluation and Design of Groundwater Governance,Enablers,Technology
#151,Participatory Water-Food-Energy Nexus Approach for Evaluation and Design of Groundwater Governance,Enablers_CritC5,Equity (#8)
#151,Participatory Water-Food-Energy Nexus Approach for Evaluation and Design of Groundwater Governance,Enablers_CritC5,Social acceptability (#4)
#151,Participatory Water-Food-Energy Nexus Approach for Evaluation and Design of Groundwater Governance,Enablers_CritC5,Transformative change potential (#10)
#151,Participatory Water-Food-Energy Nexus Approach for Evaluation and Design of Groundwater Governance,Enablers_CritC5,Technical feasibility (#7)
#151,Participatory Water-Food-Energy Nexus Approach for Evaluation and Design of Groundwater Governance,Barriers,Policy design & Implementation
#151,Participatory Water-Food-Energy Nexus Approach for Evaluation and Design of Groundwater Governance,Barriers,Institutional capacity
#151,Participatory Water-Food-Energy Nexus Approach for Evaluation and Design of Groundwater Governance,Barriers,Finance & Economics
#151,Participatory Water-Food-Energy Nexus Approach for Evaluation and Design of Groundwater Governance,Barriers,Material & Non-material endowments
#151,Participatory Water-Food-Energy Nexus Approach for Evaluation and Design of Groundwater Governance,Barriers_CritC5,Impacts on each nexus element (#3)
#151,Participatory Water-Food-Energy Nexus Approach for Evaluation and Design of Groundwater Governance,Barriers_CritC5,Equity (#8)
#151,Participatory Water-Food-Energy Nexus Approach for Evaluation and Design of Groundwater Governance,Barriers_CritC5,Transformative change potential (#10)
#151,Participatory Water-Food-Energy Nexus Approach for Evaluation and Design of Groundwater Governance,Barriers_CritC5,NA
#147,Urban water-energy-food-climate nexus in integrated wastewater and reuse systems: Cyber-physical framework and innovations,PaperType,Review
#147,Urban water-energy-food-climate nexus in integrated wastewater and reuse systems: Cyber-physical framework and innovations,Region,Not applicable (no specific spatial location)
#147,Urban water-energy-food-climate nexus in integrated wastewater and reuse systems: Cyber-physical framework and innovations,Scale,Not applicable (no specific spatial location)
#147,Urban water-energy-food-climate nexus in integrated wastewater and reuse systems: Cyber-physical framework and innovations,Nexus,Climate change
#147,Urban water-energy-food-climate nexus in integrated wastewater and reuse systems: Cyber-physical framework and innovations,Nexus,Food
#147,Urban water-energy-food-climate nexus in integrated wastewater and reuse systems: Cyber-physical framework and innovations,Nexus,Water
#147,Urban water-energy-food-climate nexus in integrated wastewater and reuse systems: Cyber-physical framework and innovations,NChallenge,Complexity Challenges
#147,Urban water-energy-food-climate nexus in integrated wastewater and reuse systems: Cyber-physical framework and innovations,Gov,NA
#147,Urban water-energy-food-climate nexus in integrated wastewater and reuse systems: Cyber-physical framework and innovations,Policy,NA
#147,Urban water-energy-food-climate nexus in integrated wastewater and reuse systems: Cyber-physical framework and innovations,Actors,NA
#147,Urban water-energy-food-climate nexus in integrated wastewater and reuse systems: Cyber-physical framework and innovations,CrossCut,Energy
#147,Urban water-energy-food-climate nexus in integrated wastewater and reuse systems: Cyber-physical framework and innovations,CrossCut,Waste
#147,Urban water-energy-food-climate nexus in integrated wastewater and reuse systems: Cyber-physical framework and innovations,Scaling,No
#147,Urban water-energy-food-climate nexus in integrated wastewater and reuse systems: Cyber-physical framework and innovations,Enablers,Policy design & Implementation
#147,Urban water-energy-food-climate nexus in integrated wastewater and reuse systems: Cyber-physical framework and innovations,Enablers,Institutional capacity
#147,Urban water-energy-food-climate nexus in integrated wastewater and reuse systems: Cyber-physical framework and innovations,Enablers,Technology
#147,Urban water-energy-food-climate nexus in integrated wastewater and reuse systems: Cyber-physical framework and innovations,Enablers_CritC5,Impacts on each nexus element (#3)
#147,Urban water-energy-food-climate nexus in integrated wastewater and reuse systems: Cyber-physical framework and innovations,Enablers_CritC5,NA
#147,Urban water-energy-food-climate nexus in integrated wastewater and reuse systems: Cyber-physical framework and innovations,Enablers_CritC5,Technical feasibility (#7)
#144,Policy and governance dynamics in the water-energy-food-land nexus of biofuels: Proposing a qualitative analysis model,PaperType,Review
#144,Policy and governance dynamics in the water-energy-food-land nexus of biofuels: Proposing a qualitative analysis model,PaperType,Empirical
#144,Policy and governance dynamics in the water-energy-food-land nexus of biofuels: Proposing a qualitative analysis model,Region,Latin America and the Caribbean
#144,Policy and governance dynamics in the water-energy-food-land nexus of biofuels: Proposing a qualitative analysis model,Scale,National (whole country)
#144,Policy and governance dynamics in the water-energy-food-land nexus of biofuels: Proposing a qualitative analysis model,Nexus,Food
#144,Policy and governance dynamics in the water-energy-food-land nexus of biofuels: Proposing a qualitative analysis model,Nexus,Water
#144,Policy and governance dynamics in the water-energy-food-land nexus of biofuels: Proposing a qualitative analysis model,NChallenge,Complexity Challenges
#144,Policy and governance dynamics in the water-energy-food-land nexus of biofuels: Proposing a qualitative analysis model,NChallenge,Governance Challenges
#144,Policy and governance dynamics in the water-energy-food-land nexus of biofuels: Proposing a qualitative analysis model,Gov,NA
#144,Policy and governance dynamics in the water-energy-food-land nexus of biofuels: Proposing a qualitative analysis model,Policy,Legal and Regulatory Instruments
#144,Policy and governance dynamics in the water-energy-food-land nexus of biofuels: Proposing a qualitative analysis model,Policy,Economic and Financial Instruments
#144,Policy and governance dynamics in the water-energy-food-land nexus of biofuels: Proposing a qualitative analysis model,Actors,Private Sector and Business Organisations
#144,Policy and governance dynamics in the water-energy-food-land nexus of biofuels: Proposing a qualitative analysis model,Actors,Knowledge and Educational Communities
#144,Policy and governance dynamics in the water-energy-food-land nexus of biofuels: Proposing a qualitative analysis model,Actors,Global/Regional Institutions and Science-Policy Interfaces
#144,Policy and governance dynamics in the water-energy-food-land nexus of biofuels: Proposing a qualitative analysis model,CrossCut,Equity
#144,Policy and governance dynamics in the water-energy-food-land nexus of biofuels: Proposing a qualitative analysis model,CrossCut,Employment
#144,Policy and governance dynamics in the water-energy-food-land nexus of biofuels: Proposing a qualitative analysis model,CrossCut,Energy
#144,Policy and governance dynamics in the water-energy-food-land nexus of biofuels: Proposing a qualitative analysis model,CrossCut,Land
#144,Policy and governance dynamics in the water-energy-food-land nexus of biofuels: Proposing a qualitative analysis model,Scaling,No
#144,Policy and governance dynamics in the water-energy-food-land nexus of biofuels: Proposing a qualitative analysis model,Enablers,Technology
#144,Policy and governance dynamics in the water-energy-food-land nexus of biofuels: Proposing a qualitative analysis model,Enablers_CritC5,Technical feasibility (#7)
#144,Policy and governance dynamics in the water-energy-food-land nexus of biofuels: Proposing a qualitative analysis model,Enablers_CritC5,Transformative change potential (#10)
#144,Policy and governance dynamics in the water-energy-food-land nexus of biofuels: Proposing a qualitative analysis model,Barriers,Policy design & Implementation
#144,Policy and governance dynamics in the water-energy-food-land nexus of biofuels: Proposing a qualitative analysis model,Barriers,Institutional capacity
#144,Policy and governance dynamics in the water-energy-food-land nexus of biofuels: Proposing a qualitative analysis model,Barriers,Technology
#144,Policy and governance dynamics in the water-energy-food-land nexus of biofuels: Proposing a qualitative analysis model,Barriers_CritC5,Impacts on each nexus element (#3)
#144,Policy and governance dynamics in the water-energy-food-land nexus of biofuels: Proposing a qualitative analysis model,Barriers_CritC5,NA
#144,Policy and governance dynamics in the water-energy-food-land nexus of biofuels: Proposing a qualitative analysis model,Barriers_CritC5,Transformative change potential (#10)
#144,Policy and governance dynamics in the water-energy-food-land nexus of biofuels: Proposing a qualitative analysis model,Barriers_CritC5,Technical feasibility (#7)
#135,Groundwater-sourced irrigation and agro-power subsidies: Boon or bane for small/marginal farmers in India?,PaperType,Review
#135,Groundwater-sourced irrigation and agro-power subsidies: Boon or bane for small/marginal farmers in India?,Region,Southern Asia
#135,Groundwater-sourced irrigation and agro-power subsidies: Boon or bane for small/marginal farmers in India?,Scale,National (whole country)
#135,Groundwater-sourced irrigation and agro-power subsidies: Boon or bane for small/marginal farmers in India?,Nexus,Climate change
#135,Groundwater-sourced irrigation and agro-power subsidies: Boon or bane for small/marginal farmers in India?,Nexus,Food
#135,Groundwater-sourced irrigation and agro-power subsidies: Boon or bane for small/marginal farmers in India?,Nexus,Water
#135,Groundwater-sourced irrigation and agro-power subsidies: Boon or bane for small/marginal farmers in India?,NChallenge,Values Challenges
#135,Groundwater-sourced irrigation and agro-power subsidies: Boon or bane for small/marginal farmers in India?,NChallenge,Scaling Challenges
#135,Groundwater-sourced irrigation and agro-power subsidies: Boon or bane for small/marginal farmers in India?,Gov,Market Governance
#135,Groundwater-sourced irrigation and agro-power subsidies: Boon or bane for small/marginal farmers in India?,Policy,Economic and Financial Instruments
#135,Groundwater-sourced irrigation and agro-power subsidies: Boon or bane for small/marginal farmers in India?,Policy,Social and Cultural Instruments
#135,Groundwater-sourced irrigation and agro-power subsidies: Boon or bane for small/marginal farmers in India?,Actors,Private Sector and Business Organisations
#135,Groundwater-sourced irrigation and agro-power subsidies: Boon or bane for small/marginal farmers in India?,Actors,Local/National Governments and Municipalities
#135,Groundwater-sourced irrigation and agro-power subsidies: Boon or bane for small/marginal farmers in India?,CrossCut,Equity
#135,Groundwater-sourced irrigation and agro-power subsidies: Boon or bane for small/marginal farmers in India?,CrossCut,Poverty
#135,Groundwater-sourced irrigation and agro-power subsidies: Boon or bane for small/marginal farmers in India?,CrossCut,Energy
#135,Groundwater-sourced irrigation and agro-power subsidies: Boon or bane for small/marginal farmers in India?,Scaling,No
#135,Groundwater-sourced irrigation and agro-power subsidies: Boon or bane for small/marginal farmers in India?,Barriers,Policy design & Implementation
#135,Groundwater-sourced irrigation and agro-power subsidies: Boon or bane for small/marginal farmers in India?,Barriers,Equity & Diversity
#135,Groundwater-sourced irrigation and agro-power subsidies: Boon or bane for small/marginal farmers in India?,Barriers,Institutional capacity
#135,Groundwater-sourced irrigation and agro-power subsidies: Boon or bane for small/marginal farmers in India?,Barriers,Finance & Economics
#135,Groundwater-sourced irrigation and agro-power subsidies: Boon or bane for small/marginal farmers in India?,Barriers,Technology
#135,Groundwater-sourced irrigation and agro-power subsidies: Boon or bane for small/marginal farmers in India?,Barriers,Material & Non-material endowments
#135,Groundwater-sourced irrigation and agro-power subsidies: Boon or bane for small/marginal farmers in India?,Barriers_CritC5,Impacts on each nexus element (#3)
#135,Groundwater-sourced irrigation and agro-power subsidies: Boon or bane for small/marginal farmers in India?,Barriers_CritC5,NA
#135,Groundwater-sourced irrigation and agro-power subsidies: Boon or bane for small/marginal farmers in India?,Barriers_CritC5,Equity (#8)
#135,Groundwater-sourced irrigation and agro-power subsidies: Boon or bane for small/marginal farmers in India?,Barriers_CritC5,Transformative change potential (#10)
#135,Groundwater-sourced irrigation and agro-power subsidies: Boon or bane for small/marginal farmers in India?,Barriers_CritC5,Technical feasibility (#7)
#133,Food-energy-water security in sub-Saharan Africa: Quantitative and spatial assessments using an indicator-based approach,PaperType,Empirical
#133,Food-energy-water security in sub-Saharan Africa: Quantitative and spatial assessments using an indicator-based approach,PaperType,Modelling
#133,Food-energy-water security in sub-Saharan Africa: Quantitative and spatial assessments using an indicator-based approach,Region,Sub-Saharan Africa
#133,Food-energy-water security in sub-Saharan Africa: Quantitative and spatial assessments using an indicator-based approach,Scale,National (whole country)
#133,Food-energy-water security in sub-Saharan Africa: Quantitative and spatial assessments using an indicator-based approach,Scale,"Regional (multiple countries, whole continents)"
#133,Food-energy-water security in sub-Saharan Africa: Quantitative and spatial assessments using an indicator-based approach,Nexus,Food
#133,Food-energy-water security in sub-Saharan Africa: Quantitative and spatial assessments using an indicator-based approach,Nexus,Water
#133,Food-energy-water security in sub-Saharan Africa: Quantitative and spatial assessments using an indicator-based approach,NChallenge,Complexity Challenges
#133,Food-energy-water security in sub-Saharan Africa: Quantitative and spatial assessments using an indicator-based approach,NChallenge,Governance Challenges
#133,Food-energy-water security in sub-Saharan Africa: Quantitative and spatial assessments using an indicator-based approach,NChallenge,Financing Challenges
#133,Food-energy-water security in sub-Saharan Africa: Quantitative and spatial assessments using an indicator-based approach,Gov,Hierarchical Governance
#133,Food-energy-water security in sub-Saharan Africa: Quantitative and spatial assessments using an indicator-based approach,Policy,Legal and Regulatory Instruments
#133,Food-energy-water security in sub-Saharan Africa: Quantitative and spatial assessments using an indicator-based approach,Policy,Economic and Financial Instruments
#133,Food-energy-water security in sub-Saharan Africa: Quantitative and spatial assessments using an indicator-based approach,Actors,NA
#133,Food-energy-water security in sub-Saharan Africa: Quantitative and spatial assessments using an indicator-based approach,CrossCut,Energy
#133,Food-energy-water security in sub-Saharan Africa: Quantitative and spatial assessments using an indicator-based approach,Scaling,No
#133,Food-energy-water security in sub-Saharan Africa: Quantitative and spatial assessments using an indicator-based approach,Enablers,Policy design & Implementation
#133,Food-energy-water security in sub-Saharan Africa: Quantitative and spatial assessments using an indicator-based approach,Enablers_CritC5,NA
#133,Food-energy-water security in sub-Saharan Africa: Quantitative and spatial assessments using an indicator-based approach,Barriers,Policy design & Implementation
#133,Food-energy-water security in sub-Saharan Africa: Quantitative and spatial assessments using an indicator-based approach,Barriers,Institutional capacity
#133,Food-energy-water security in sub-Saharan Africa: Quantitative and spatial assessments using an indicator-based approach,Barriers,Finance & Economics
#133,Food-energy-water security in sub-Saharan Africa: Quantitative and spatial assessments using an indicator-based approach,Barriers,Technology
#133,Food-energy-water security in sub-Saharan Africa: Quantitative and spatial assessments using an indicator-based approach,Barriers,Material & Non-material endowments
#133,Food-energy-water security in sub-Saharan Africa: Quantitative and spatial assessments using an indicator-based approach,Barriers_CritC5,NA
#133,Food-energy-water security in sub-Saharan Africa: Quantitative and spatial assessments using an indicator-based approach,Barriers_CritC5,Social acceptability (#4)
#133,Food-energy-water security in sub-Saharan Africa: Quantitative and spatial assessments using an indicator-based approach,Barriers_CritC5,Alignment with political priorities (#5)
#133,Food-energy-water security in sub-Saharan Africa: Quantitative and spatial assessments using an indicator-based approach,Barriers_CritC5,Equity (#8)
#133,Food-energy-water security in sub-Saharan Africa: Quantitative and spatial assessments using an indicator-based approach,Barriers_CritC5,Transformative change potential (#10)
#133,Food-energy-water security in sub-Saharan Africa: Quantitative and spatial assessments using an indicator-based approach,Barriers_CritC5,Technical feasibility (#7)
#128,Water/climate nexus environmental rural-urban migration and coping strategies,PaperType,Conceptual/theoretical
#128,Water/climate nexus environmental rural-urban migration and coping strategies,PaperType,Empirical
#128,Water/climate nexus environmental rural-urban migration and coping strategies,Region,Southern Asia
#128,Water/climate nexus environmental rural-urban migration and coping strategies,Scale,Subnational >100 km² (watershed)
#128,Water/climate nexus environmental rural-urban migration and coping strategies,Nexus,Climate change
#128,Water/climate nexus environmental rural-urban migration and coping strategies,Nexus,Water
#128,Water/climate nexus environmental rural-urban migration and coping strategies,NChallenge,Values Challenges
#128,Water/climate nexus environmental rural-urban migration and coping strategies,NChallenge,Governance Challenges
#128,Water/climate nexus environmental rural-urban migration and coping strategies,Gov,Community Governance
#128,Water/climate nexus environmental rural-urban migration and coping strategies,Policy,Rights-Based Instruments and Customary Norms
#128,Water/climate nexus environmental rural-urban migration and coping strategies,Policy,Social and Cultural Instruments
#128,Water/climate nexus environmental rural-urban migration and coping strategies,Actors,Civil Society and Community-Based Organisations
#128,Water/climate nexus environmental rural-urban migration and coping strategies,Actors,Knowledge and Educational Communities
#128,Water/climate nexus environmental rural-urban migration and coping strategies,Actors,Local/National Governments and Municipalities
#128,Water/climate nexus environmental rural-urban migration and coping strategies,CrossCut,Equity
#128,Water/climate nexus environmental rural-urban migration and coping strategies,CrossCut,Poverty
#128,Water/climate nexus environmental rural-urban migration and coping strategies,CrossCut,Economy
#128,Water/climate nexus environmental rural-urban migration and coping strategies,CrossCut,Employment
#128,Water/climate nexus environmental rural-urban migration and coping strategies,Scaling,No
#128,Water/climate nexus environmental rural-urban migration and coping strategies,Enablers,Behaviour & Lifestyle
#128,Water/climate nexus environmental rural-urban migration and coping strategies,Enablers_CritC5,Transformative change potential (#10)
#128,Water/climate nexus environmental rural-urban migration and coping strategies,Enablers_CritC5,NA
#128,Water/climate nexus environmental rural-urban migration and coping strategies,Barriers,Policy design & Implementation
#128,Water/climate nexus environmental rural-urban migration and coping strategies,Barriers,Institutional capacity
#128,Water/climate nexus environmental rural-urban migration and coping strategies,Barriers,Behaviour & Lifestyle
#128,Water/climate nexus environmental rural-urban migration and coping strategies,Barriers_CritC5,Social acceptability (#4)
#128,Water/climate nexus environmental rural-urban migration and coping strategies,Barriers_CritC5,NA
#128,Water/climate nexus environmental rural-urban migration and coping strategies,Barriers_CritC5,Transformative change potential (#10)
#125,Designing policy mixes for emerging wicked problems. The case of pharmaceutical residues in freshwaters,PaperType,Conceptual/theoretical
#125,Designing policy mixes for emerging wicked problems. The case of pharmaceutical residues in freshwaters,Region,Western Europe
#125,Designing policy mixes for emerging wicked problems. The case of pharmaceutical residues in freshwaters,Scale,National (whole country)
#125,Designing policy mixes for emerging wicked problems. The case of pharmaceutical residues in freshwaters,Nexus,Biodiversity
#125,Designing policy mixes for emerging wicked problems. The case of pharmaceutical residues in freshwaters,Nexus,Health
#125,Designing policy mixes for emerging wicked problems. The case of pharmaceutical residues in freshwaters,NChallenge,Governance Challenges
#125,Designing policy mixes for emerging wicked problems. The case of pharmaceutical residues in freshwaters,Gov,Hierarchical Governance
#125,Designing policy mixes for emerging wicked problems. The case of pharmaceutical residues in freshwaters,Policy,Legal and Regulatory Instruments
#125,Designing policy mixes for emerging wicked problems. The case of pharmaceutical residues in freshwaters,Policy,Economic and Financial Instruments
#125,Designing policy mixes for emerging wicked problems. The case of pharmaceutical residues in freshwaters,Actors,Private Sector and Business Organisations
#125,Designing policy mixes for emerging wicked problems. The case of pharmaceutical residues in freshwaters,Actors,Civil Society and Community-Based Organisations
#125,Designing policy mixes for emerging wicked problems. The case of pharmaceutical residues in freshwaters,Actors,Knowledge and Educational Communities
#125,Designing policy mixes for emerging wicked problems. The case of pharmaceutical residues in freshwaters,Actors,Civil Society and Community-Based Organisations
#125,Designing policy mixes for emerging wicked problems. The case of pharmaceutical residues in freshwaters,Actors,Global/Regional Institutions and Science-Policy Interfaces
#125,Designing policy mixes for emerging wicked problems. The case of pharmaceutical residues in freshwaters,Actors,Local/National Governments and Municipalities
#125,Designing policy mixes for emerging wicked problems. The case of pharmaceutical residues in freshwaters,CrossCut,NA
#125,Designing policy mixes for emerging wicked problems. The case of pharmaceutical residues in freshwaters,Scaling,No
#125,Designing policy mixes for emerging wicked problems. The case of pharmaceutical residues in freshwaters,Enablers,Policy design & Implementation
#125,Designing policy mixes for emerging wicked problems. The case of pharmaceutical residues in freshwaters,Enablers,Institutional capacity
#125,Designing policy mixes for emerging wicked problems. The case of pharmaceutical residues in freshwaters,Enablers,Finance & Economics
#125,Designing policy mixes for emerging wicked problems. The case of pharmaceutical residues in freshwaters,Enablers,Behaviour & Lifestyle
#125,Designing policy mixes for emerging wicked problems. The case of pharmaceutical residues in freshwaters,Enablers_CritC5,Impacts on each nexus element (#3)
#125,Designing policy mixes for emerging wicked problems. The case of pharmaceutical residues in freshwaters,Enablers_CritC5,NA
#125,Designing policy mixes for emerging wicked problems. The case of pharmaceutical residues in freshwaters,Enablers_CritC5,Transformative change potential (#10)
#125,Designing policy mixes for emerging wicked problems. The case of pharmaceutical residues in freshwaters,Enablers_CritC5,Economic implications (#6)
#125,Designing policy mixes for emerging wicked problems. The case of pharmaceutical residues in freshwaters,Barriers,Institutional capacity
#125,Designing policy mixes for emerging wicked problems. The case of pharmaceutical residues in freshwaters,Barriers,Policy design & Implementation
#125,Designing policy mixes for emerging wicked problems. The case of pharmaceutical residues in freshwaters,Barriers,Finance & Economics
#125,Designing policy mixes for emerging wicked problems. The case of pharmaceutical residues in freshwaters,Barriers_CritC5,NA
#125,Designing policy mixes for emerging wicked problems. The case of pharmaceutical residues in freshwaters,Barriers_CritC5,Geographic scale (#1)
#125,Designing policy mixes for emerging wicked problems. The case of pharmaceutical residues in freshwaters,Barriers_CritC5,Economic implications (#6)
#124,Simulating the economic and environmental effects of integrated policies in energy-carbon-water nexus of China,PaperType,Empirical
#124,Simulating the economic and environmental effects of integrated policies in energy-carbon-water nexus of China,Region,Eastern Asia
#124,Simulating the economic and environmental effects of integrated policies in energy-carbon-water nexus of China,Scale,National (whole country)
#124,Simulating the economic and environmental effects of integrated policies in energy-carbon-water nexus of China,Nexus,Climate change
#124,Simulating the economic and environmental effects of integrated policies in energy-carbon-water nexus of China,Nexus,Water
#124,Simulating the economic and environmental effects of integrated policies in energy-carbon-water nexus of China,NChallenge,Complexity Challenges
#124,Simulating the economic and environmental effects of integrated policies in energy-carbon-water nexus of China,Gov,NA
#124,Simulating the economic and environmental effects of integrated policies in energy-carbon-water nexus of China,Policy,Economic and Financial Instruments
#124,Simulating the economic and environmental effects of integrated policies in energy-carbon-water nexus of China,Actors,NA
#124,Simulating the economic and environmental effects of integrated policies in energy-carbon-water nexus of China,CrossCut,Energy
#124,Simulating the economic and environmental effects of integrated policies in energy-carbon-water nexus of China,Scaling,No
#124,Simulating the economic and environmental effects of integrated policies in energy-carbon-water nexus of China,Enablers,Policy design & Implementation
#124,Simulating the economic and environmental effects of integrated policies in energy-carbon-water nexus of China,Enablers,Finance & Economics
#124,Simulating the economic and environmental effects of integrated policies in energy-carbon-water nexus of China,Enablers,Technology
#124,Simulating the economic and environmental effects of integrated policies in energy-carbon-water nexus of China,Enablers_CritC5,Impacts on each nexus element (#3)
#124,Simulating the economic and environmental effects of integrated policies in energy-carbon-water nexus of China,Enablers_CritC5,NA
#124,Simulating the economic and environmental effects of integrated policies in energy-carbon-water nexus of China,Enablers_CritC5,Technical feasibility (#7)
#124,Simulating the economic and environmental effects of integrated policies in energy-carbon-water nexus of China,Barriers,Policy design & Implementation
#124,Simulating the economic and environmental effects of integrated policies in energy-carbon-water nexus of China,Barriers,Finance & Economics
#124,Simulating the economic and environmental effects of integrated policies in energy-carbon-water nexus of China,Barriers_CritC5,Impacts on each nexus element (#3)
#124,Simulating the economic and environmental effects of integrated policies in energy-carbon-water nexus of China,Barriers_CritC5,NA
#122,"Understanding barriers to collaborative governance for the food-energy-water nexus: The case of Phoenix, Arizona",PaperType,"Social network analysis, participant observation, and interviews"
#122,"Understanding barriers to collaborative governance for the food-energy-water nexus: The case of Phoenix, Arizona",Region,Northern America
#122,"Understanding barriers to collaborative governance for the food-energy-water nexus: The case of Phoenix, Arizona",Scale,Local >1 km² to 100 km² (neighbourhood to municipality)
#122,"Understanding barriers to collaborative governance for the food-energy-water nexus: The case of Phoenix, Arizona",Nexus,Food
#122,"Understanding barriers to collaborative governance for the food-energy-water nexus: The case of Phoenix, Arizona",Nexus,Water
#122,"Understanding barriers to collaborative governance for the food-energy-water nexus: The case of Phoenix, Arizona",NChallenge,NA
#122,"Understanding barriers to collaborative governance for the food-energy-water nexus: The case of Phoenix, Arizona",Gov,Collaborative Governance
#122,"Understanding barriers to collaborative governance for the food-energy-water nexus: The case of Phoenix, Arizona",Policy,Legal and Regulatory Instruments
#122,"Understanding barriers to collaborative governance for the food-energy-water nexus: The case of Phoenix, Arizona",Actors,Private Sector and Business Organisations
#122,"Understanding barriers to collaborative governance for the food-energy-water nexus: The case of Phoenix, Arizona",Actors,Civil Society and Community-Based Organisations
#122,"Understanding barriers to collaborative governance for the food-energy-water nexus: The case of Phoenix, Arizona",Actors,Local/National Governments and Municipalities
#122,"Understanding barriers to collaborative governance for the food-energy-water nexus: The case of Phoenix, Arizona",CrossCut,Energy
#122,"Understanding barriers to collaborative governance for the food-energy-water nexus: The case of Phoenix, Arizona",Scaling,No
#122,"Understanding barriers to collaborative governance for the food-energy-water nexus: The case of Phoenix, Arizona",Enablers,Institutional capacity
#122,"Understanding barriers to collaborative governance for the food-energy-water nexus: The case of Phoenix, Arizona",Enablers,Technology
#122,"Understanding barriers to collaborative governance for the food-energy-water nexus: The case of Phoenix, Arizona",Enablers_CritC5,Equity (#8)
#122,"Understanding barriers to collaborative governance for the food-energy-water nexus: The case of Phoenix, Arizona",Enablers_CritC5,NA
#122,"Understanding barriers to collaborative governance for the food-energy-water nexus: The case of Phoenix, Arizona",Barriers,Equity & Diversity
#122,"Understanding barriers to collaborative governance for the food-energy-water nexus: The case of Phoenix, Arizona",Barriers,Policy design & Implementation
#122,"Understanding barriers to collaborative governance for the food-energy-water nexus: The case of Phoenix, Arizona",Barriers,Institutional capacity
#122,"Understanding barriers to collaborative governance for the food-energy-water nexus: The case of Phoenix, Arizona",Barriers_CritC5,Equity (#8)
#122,"Understanding barriers to collaborative governance for the food-energy-water nexus: The case of Phoenix, Arizona",Barriers_CritC5,Geographic scale (#1)
#122,"Understanding barriers to collaborative governance for the food-energy-water nexus: The case of Phoenix, Arizona",Barriers_CritC5,Temporal scale (#2)
#122,"Understanding barriers to collaborative governance for the food-energy-water nexus: The case of Phoenix, Arizona",Barriers_CritC5,Transformative change potential (#10)
#121,A new way forward for ocean-climate policy as reflected in the UNFCCC Ocean and Climate Change Dialogue submissions,PaperType,"Summary of the Ocean and Climate Change Dialogue, decided at COP25 and launched online in December 2020"
#121,A new way forward for ocean-climate policy as reflected in the UNFCCC Ocean and Climate Change Dialogue submissions,Region,Not applicable (no specific spatial location)
#121,A new way forward for ocean-climate policy as reflected in the UNFCCC Ocean and Climate Change Dialogue submissions,Scale,Not applicable (no specific spatial location)
#121,A new way forward for ocean-climate policy as reflected in the UNFCCC Ocean and Climate Change Dialogue submissions,Nexus,Biodiversity
#121,A new way forward for ocean-climate policy as reflected in the UNFCCC Ocean and Climate Change Dialogue submissions,Nexus,Climate change
#121,A new way forward for ocean-climate policy as reflected in the UNFCCC Ocean and Climate Change Dialogue submissions,NChallenge,Complexity Challenges
#121,A new way forward for ocean-climate policy as reflected in the UNFCCC Ocean and Climate Change Dialogue submissions,Gov,Community Governance
#121,A new way forward for ocean-climate policy as reflected in the UNFCCC Ocean and Climate Change Dialogue submissions,Policy,Legal and Regulatory Instruments
#121,A new way forward for ocean-climate policy as reflected in the UNFCCC Ocean and Climate Change Dialogue submissions,Policy,Rights-Based Instruments and Customary Norms
